name,food_type_id,id_city,image_path,description,cover_image,gallery,short_description,detailed_description,ingredients,taste_profile,dietary_warnings,average_rating,review_count,source_location,source_classification,source_section
Xì dầu Nước tương,67f5118d-584e-457c-8628-11ee0c3b94d1,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Soy_sauce_2.jpg/120px-Soy_sauce_2.jpg,Nước chấm làm từ đỗ tương (đậu nành) và ngũ cốc rang chín lên men theo kiểu Trung Hoa.,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Soy_sauce_2.jpg/120px-Soy_sauce_2.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Soy_sauce_2.jpg/120px-Soy_sauce_2.jpg""]",Nước chấm làm từ đỗ tương (đậu nành) và ngũ cốc rang chín lên men theo kiểu Trung Hoa.,Nước chấm làm từ đỗ tương (đậu nành) và ngũ cốc rang chín lên men theo kiểu Trung Hoa.,,,,,0,Khắp cả nước,Đồ chấm,Gia vị và nước chấm
Tương,67f5118d-584e-457c-8628-11ee0c3b94d1,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,,"Nước chấm làm từ đỗ tương (đậu nành), gạo nếp và muối lên men. Thường dùng trong ẩm thực chay.",,[],"Nước chấm làm từ đỗ tương (đậu nành), gạo nếp và muối lên men. Thường dùng trong ẩm thực chay.","Nước chấm làm từ đỗ tương (đậu nành), gạo nếp và muối lên men. Thường dùng trong ẩm thực chay.",,,,,0,Khắp cả nước,Đồ chấm,Gia vị và nước chấm
Chẩm chéo,67f5118d-584e-457c-8628-11ee0c3b94d1,c6ef84fe-e7ac-41b0-b338-1d0775331eb1,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Ch%E1%BA%B3m_ch%C3%A9o_kh%C3%B4.jpg/120px-Ch%E1%BA%B3m_ch%C3%A9o_kh%C3%B4.jpg,"Gia vị cổ truyền của dân tộc Thái vùng Điện Biên, Tây Bắc và Đông Bắc Thái Lan - làm từ cá cơm, muối, hạt dổi, tỏi, mắc khén, hạt dẻ, húng lủi, rau thơm, ớt bột, sả.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Ch%E1%BA%B3m_ch%C3%A9o_kh%C3%B4.jpg/120px-Ch%E1%BA%B3m_ch%C3%A9o_kh%C3%B4.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Ch%E1%BA%B3m_ch%C3%A9o_kh%C3%B4.jpg/120px-Ch%E1%BA%B3m_ch%C3%A9o_kh%C3%B4.jpg""]","Gia vị cổ truyền của dân tộc Thái vùng Điện Biên, Tây Bắc và Đông Bắc Thái Lan - làm từ cá cơm, muối, hạt dổi, tỏi, mắc ","Gia vị cổ truyền của dân tộc Thái vùng Điện Biên, Tây Bắc và Đông Bắc Thái Lan - làm từ cá cơm, muối, hạt dổi, tỏi, mắc khén, hạt dẻ, húng lủi, rau thơm, ớt bột, sả.",,,,,0,Tây Bắc Bộ,Đồ chấm,Gia vị và nước chấm
Muối ớt rau răm,67f5118d-584e-457c-8628-11ee0c3b94d1,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,,"Nước chấm làm từ rau mùi, ớt sừng, chanh và các nguyên liệu khác. Dùng làm nước chấm cho các loại thịt hoặc vịt lộn.",,[],"Nước chấm làm từ rau mùi, ớt sừng, chanh và các nguyên liệu khác. Dùng làm nước chấm cho các loại thịt hoặc vịt lộn.","Nước chấm làm từ rau mùi, ớt sừng, chanh và các nguyên liệu khác. Dùng làm nước chấm cho các loại thịt hoặc vịt lộn.",,,,,0,,Đồ chấm,Gia vị và nước chấm
Muối ớt xanh,67f5118d-584e-457c-8628-11ee0c3b94d1,0439b7ef-0eef-44d0-a527-8802d1694076,,Nước chấm với ớt xanh - thường dùng với các món hải sản.,,[],Nước chấm với ớt xanh - thường dùng với các món hải sản.,Nước chấm với ớt xanh - thường dùng với các món hải sản.,,,,,0,Miền Trung,Đồ chấm,Gia vị và nước chấm
Tương đậu phộng,67f5118d-584e-457c-8628-11ee0c3b94d1,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Baobab_juice_with_peanut_butter_-_neteri.jpg/120px-Baobab_juice_with_peanut_butter_-_neteri.jpg,Dùng với gỏi cuốn.,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Baobab_juice_with_peanut_butter_-_neteri.jpg/120px-Baobab_juice_with_peanut_butter_-_neteri.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Baobab_juice_with_peanut_butter_-_neteri.jpg/120px-Baobab_juice_with_peanut_butter_-_neteri.jpg""]",Dùng với gỏi cuốn.,Dùng với gỏi cuốn.,,,,,0,Khắp cả nước,Đồ chấm,Gia vị và nước chấm
Sa tế,67f5118d-584e-457c-8628-11ee0c3b94d1,27e0cdab-29f3-4d4a-8625-cf9f82a9636e,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Closeup_of_chili_sauce_for_Bun_Bo_Hue.jpg/120px-Closeup_of_chili_sauce_for_Bun_Bo_Hue.jpg,Hỗn hợp phụ gia tẩm ướp thực phẩm với nguyên liệu chính là ớt (ớt bột hoặc ớt tươi) và dầu ăn; ngoài ra có thể có thêm sả.,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Closeup_of_chili_sauce_for_Bun_Bo_Hue.jpg/120px-Closeup_of_chili_sauce_for_Bun_Bo_Hue.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Closeup_of_chili_sauce_for_Bun_Bo_Hue.jpg/120px-Closeup_of_chili_sauce_for_Bun_Bo_Hue.jpg""]",Hỗn hợp phụ gia tẩm ướp thực phẩm với nguyên liệu chính là ớt (ớt bột hoặc ớt tươi) và dầu ăn; ngoài ra có thể có thêm s,Hỗn hợp phụ gia tẩm ướp thực phẩm với nguyên liệu chính là ớt (ớt bột hoặc ớt tươi) và dầu ăn; ngoài ra có thể có thêm sả.,,,,,0,Chợ Lớn,Đồ chấm,Gia vị và nước chấm
Tương ớt,67f5118d-584e-457c-8628-11ee0c3b94d1,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/T%C6%B0%C6%A1ng_%E1%BB%9Bt_nh%C3%A0_l%C3%A0m_2018_%282%29.jpg/120px-T%C6%B0%C6%A1ng_%E1%BB%9Bt_nh%C3%A0_l%C3%A0m_2018_%282%29.jpg,"Nước chấm cay có dạng đặc sệt như nước sốt và có màu cam, được làm từ nguyên liệu chính là ớt xay nhuyễn kết hợp với một số gia vị khác.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/T%C6%B0%C6%A1ng_%E1%BB%9Bt_nh%C3%A0_l%C3%A0m_2018_%282%29.jpg/120px-T%C6%B0%C6%A1ng_%E1%BB%9Bt_nh%C3%A0_l%C3%A0m_2018_%282%29.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/T%C6%B0%C6%A1ng_%E1%BB%9Bt_nh%C3%A0_l%C3%A0m_2018_%282%29.jpg/120px-T%C6%B0%C6%A1ng_%E1%BB%9Bt_nh%C3%A0_l%C3%A0m_2018_%282%29.jpg""]","Nước chấm cay có dạng đặc sệt như nước sốt và có màu cam, được làm từ nguyên liệu chính là ớt xay nhuyễn kết hợp với một","Nước chấm cay có dạng đặc sệt như nước sốt và có màu cam, được làm từ nguyên liệu chính là ớt xay nhuyễn kết hợp với một số gia vị khác.",,,,,0,Khắp cả nước,Đồ chấm,Gia vị và nước chấm
Bia hơi,b316528a-5d59-4725-94d0-6eb3b6c23014,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Bia_hoi.jpg/120px-Bia_hoi.jpg,Bia tươi,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Bia_hoi.jpg/120px-Bia_hoi.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Bia_hoi.jpg/120px-Bia_hoi.jpg""]",Bia tươi,Bia tươi,,,,,0,Khắp cả nước,Đồ uống,Đồ uống
Chanh muối,b316528a-5d59-4725-94d0-6eb3b6c23014,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Chanhmuoiglass.jpg/120px-Chanhmuoiglass.jpg,"Nguyên liệu làm nước giải khát - được pha với đường, nước, uống với đá hoặc uống nóng [ 13 ]",https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Chanhmuoiglass.jpg/120px-Chanhmuoiglass.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Chanhmuoiglass.jpg/120px-Chanhmuoiglass.jpg""]","Nguyên liệu làm nước giải khát - được pha với đường, nước, uống với đá hoặc uống nóng [ 13 ]","Nguyên liệu làm nước giải khát - được pha với đường, nước, uống với đá hoặc uống nóng [ 13 ]",,,,,0,Khắp cả nước,Đồ uống,Đồ uống
Nước mía,b316528a-5d59-4725-94d0-6eb3b6c23014,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Sugarcanejuice.jpg/120px-Sugarcanejuice.jpg,Thức uống giải khát được làm từ mía bằng phương pháp xay ép cây mía để lấy nước [ 14 ],https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Sugarcanejuice.jpg/120px-Sugarcanejuice.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Sugarcanejuice.jpg/120px-Sugarcanejuice.jpg""]",Thức uống giải khát được làm từ mía bằng phương pháp xay ép cây mía để lấy nước [ 14 ],Thức uống giải khát được làm từ mía bằng phương pháp xay ép cây mía để lấy nước [ 14 ],,,,,0,Khắp cả nước,Đồ uống,Đồ uống
Nước sâm,b316528a-5d59-4725-94d0-6eb3b6c23014,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,,Nước từ cây nhân sâm,,[],Nước từ cây nhân sâm,Nước từ cây nhân sâm,,,,,0,Khắp cả nước,Đồ uống,Đồ uống
Rau má,b316528a-5d59-4725-94d0-6eb3b6c23014,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Nam_bai_bua_bok.JPG/120px-Nam_bai_bua_bok.JPG,Nước ép rau má đá pha với đường,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Nam_bai_bua_bok.JPG/120px-Nam_bai_bua_bok.JPG,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Nam_bai_bua_bok.JPG/120px-Nam_bai_bua_bok.JPG""]",Nước ép rau má đá pha với đường,Nước ép rau má đá pha với đường,,,,,0,Khắp cả nước,Đồ uống,Đồ uống
Rượu cần,b316528a-5d59-4725-94d0-6eb3b6c23014,0439b7ef-0eef-44d0-a527-8802d1694076,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Ruou_can_for_sale.jpg/120px-Ruou_can_for_sale.jpg,"Loại rượu đặc sản của một số dân tộc tại Việt Nam, được ủ men trong hũ/bình/ché/chóe/ghè, không qua chưng cất, khi đem ra uống phải dùng các cần làm bằng tre/trúc đục thông lỗ để hút rượu",https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Ruou_can_for_sale.jpg/120px-Ruou_can_for_sale.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Ruou_can_for_sale.jpg/120px-Ruou_can_for_sale.jpg""]","Loại rượu đặc sản của một số dân tộc tại Việt Nam, được ủ men trong hũ/bình/ché/chóe/ghè, không qua chưng cất, khi đem r","Loại rượu đặc sản của một số dân tộc tại Việt Nam, được ủ men trong hũ/bình/ché/chóe/ghè, không qua chưng cất, khi đem ra uống phải dùng các cần làm bằng tre/trúc đục thông lỗ để hút rượu",,,,,0,"Tây Bắc Bộ , Tây Nguyên",Đồ uống,Đồ uống
Rượu đế,b316528a-5d59-4725-94d0-6eb3b6c23014,51eb38d6-9728-4d90-b7fe-c2f8236144a2,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Khap_ruou.jpg/120px-Khap_ruou.jpg,Rượu chưng cất từ ngũ cốc lên men,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Khap_ruou.jpg/120px-Khap_ruou.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Khap_ruou.jpg/120px-Khap_ruou.jpg""]",Rượu chưng cất từ ngũ cốc lên men,Rượu chưng cất từ ngũ cốc lên men,,,,,0,Đồng bằng sông Cửu Long,Đồ uống,Đồ uống
Rượu thuốc,b316528a-5d59-4725-94d0-6eb3b6c23014,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Ruou_thuoc_1.jpg/120px-Ruou_thuoc_1.jpg,"Loại rượu ngâm rất, thường làm bằng rượu trắng nồng độ cao ngâm các nguyên liệu thảo dược hoặc động vật có dược tính theo các phương pháp cổ truyền",https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Ruou_thuoc_1.jpg/120px-Ruou_thuoc_1.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Ruou_thuoc_1.jpg/120px-Ruou_thuoc_1.jpg""]","Loại rượu ngâm rất, thường làm bằng rượu trắng nồng độ cao ngâm các nguyên liệu thảo dược hoặc động vật có dược tính the","Loại rượu ngâm rất, thường làm bằng rượu trắng nồng độ cao ngâm các nguyên liệu thảo dược hoặc động vật có dược tính theo các phương pháp cổ truyền",,,,,0,Khắp cả nước,Đồ uống,Đồ uống
Rượu rắn,b316528a-5d59-4725-94d0-6eb3b6c23014,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Snakewine.jpg/120px-Snakewine.jpg,"Loại rượu thuốc trong đó, xác rắn được ngâm trong rượu gạo nồng độ cao",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Snakewine.jpg/120px-Snakewine.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Snakewine.jpg/120px-Snakewine.jpg""]","Loại rượu thuốc trong đó, xác rắn được ngâm trong rượu gạo nồng độ cao","Loại rượu thuốc trong đó, xác rắn được ngâm trong rượu gạo nồng độ cao",,,,,0,Khắp cả nước,Đồ uống,Đồ uống
Soda sữa hột gà,b316528a-5d59-4725-94d0-6eb3b6c23014,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,,"Thức uống ngọt được làm từ lòng đỏ trứng gà, sữa đặc có đường và nước soda",,[],"Thức uống ngọt được làm từ lòng đỏ trứng gà, sữa đặc có đường và nước soda","Thức uống ngọt được làm từ lòng đỏ trứng gà, sữa đặc có đường và nước soda",,,,,0,Khắp cả nước,Đồ uống,Đồ uống
sữa đậu nành,b316528a-5d59-4725-94d0-6eb3b6c23014,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Soy_milk.jpg/120px-Soy_milk.jpg,Thức uống làm từ đậu nành,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Soy_milk.jpg/120px-Soy_milk.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Soy_milk.jpg/120px-Soy_milk.jpg""]",Thức uống làm từ đậu nành,Thức uống làm từ đậu nành,,,,,0,Khắp cả nước,Đồ uống,Đồ uống
Cà phê sữa đá,b316528a-5d59-4725-94d0-6eb3b6c23014,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Viet-coffee.jpg/120px-Viet-coffee.jpg,Thức uống làm từ cà phê pha phin với sữa đặc có đường và bỏ đá,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Viet-coffee.jpg/120px-Viet-coffee.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Viet-coffee.jpg/120px-Viet-coffee.jpg""]",Thức uống làm từ cà phê pha phin với sữa đặc có đường và bỏ đá,Thức uống làm từ cà phê pha phin với sữa đặc có đường và bỏ đá,,,,,0,Khắp cả nước,Đồ uống,Đồ uống
Trà sen,b316528a-5d59-4725-94d0-6eb3b6c23014,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Vietnameselotustea.jpg/120px-Vietnameselotustea.jpg,Một loại trà xanh sản xuất tại Việt Nam đã được ướp hương,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Vietnameselotustea.jpg/120px-Vietnameselotustea.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Vietnameselotustea.jpg/120px-Vietnameselotustea.jpg""]",Một loại trà xanh sản xuất tại Việt Nam đã được ướp hương,Một loại trà xanh sản xuất tại Việt Nam đã được ướp hương,,,,,0,Khắp cả nước,Đồ uống,Đồ uống
